Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,Drivetrain,MinMPG,MaxMPG,FuelType,Mileage
2021,bmw,330ixdrive,used,42998,4.9,11,awd,25,34,gasoline,20045
2019,toyota,highlanderxle,used,38755,4.6,363,awd,20,26,gasoline,48286
2018,tesla,models100d,used,71300,4.8,13,awd,101,102,electric,36165
2019,chevrolet,equinox1lt,used,22577,4.5,415,fwd,26,32,gasoline,49244
2019,subaru,crosstrek2.0ipremium,used,29995,4.7,205,awd,27,33,gasoline,11742
2019,jeep,grandcherokeelimited,used,34000,4.8,224,4wd,18,25,gasoline,44332
2020,volkswagen,jetta1.4ts,certified,22977,4.9,25,fwd,30,40,gasoline,10156
2019,mercedes-benz,glc300base,used,33495,4.6,72,rwd,22,27,gasoline,47060
2018,cadillac,xt5luxury,certified,32511,4.8,131,fwd,19,26,gasoline,31365
2019,chevrolet,tahoelt,used,41995,4.6,70,4wd,15,21,gasoline,85985
2019,honda,passportex-l,used,34706,4.7,102,awd,19,24,gasoline,39289
2019,honda,passportex-l,used,34541,4.7,102,awd,19,24,gasoline,34447
2019,honda,cr-vtouring,used,33999,4.8,540,awd,27,33,gasoline,22154
2019,mercedes-benz,amgs634matic,used,153995,5.0,2,awd,17,27,gasoline,15108
2020,chrysler,pacificatouring-l,used,26998,4.8,59,fwd,19,28,gasoline,70985
2018,bmw,x2xdrive28i,used,26495,4.7,42,awd,21,31,gasoline,30812
2019,honda,cr-vex-l,used,32000,4.8,540,awd,27,33,gasoline,37447
2020,acura,tlxtechnology,used,35995,4.9,32,fwd,23,33,gasoline,12084
2021,bmw,330ixdrive,used,45607,4.9,11,awd,25,34,gasoline,10746
2019,bmw,x5xdrive40i,certified,53539,4.7,55,awd,20,26,gasoline,52613
2018,lexus,rx350,used,41998,4.8,90,awd,19,26,gasoline,32066
2019,honda,cr-vex-l,certified,32500,4.8,540,awd,27,33,gasoline,21967
2021,audi,q345slinepremium,used,40995,5.0,8,awd,20,28,gasoline,13566
2019,nissan,roguesl,used,29000,4.7,255,awd,25,32,gasoline,35630
2021,mercedes-benz,glb250base4matic,used,46491,4.4,10,awd,23,30,gasoline,10748
2020,honda,civiclx,certified,24560,4.9,169,fwd,30,38,gasoline,44340
2018,bmw,320ixdrive,used,35985,4.9,50,awd,23,34,gasoline,13682
2020,honda,civiclx,certified,23798,4.9,169,fwd,30,38,gasoline,44264
2019,toyota,highlanderhybridle,used,37981,4.8,28,awd,30,28,hybrid,29759
2020,toyota,corollale,used,22999,4.7,233,fwd,30,38,gasoline,19405
2019,toyota,highlanderxle,used,37995,4.6,363,awd,20,26,gasoline,26045
2019,ford,edgesel,used,31883,4.7,193,awd,21,28,gasoline,41661
2018,land,roverdiscoveryhse,used,45990,3.4,24,4wd,16,21,gasoline,18421
2019,lexus,gx460base,used,42988,4.7,24,4wd,15,18,gasoline,51939
2017,mercedes-benz,e-classe300,used,36998,4.8,79,awd,22,29,gasoline,19835
2020,lexus,gx460base,used,49729,4.9,22,4wd,15,19,gasoline,27352
2019,toyota,highlanderxle,used,37498,4.6,363,fwd,21,27,gasoline,16979
2021,mercedes-benz,gla250base4matic,certified,43556,4.9,19,awd,24,33,gasoline,14001
2021,audi,a440premiumplus,used,39988,5.0,4,awd,24,31,gasoline,12905
2019,honda,civicex-l,used,27490,4.9,275,fwd,32,42,gasoline,45793
2019,honda,cr-vex-l,certified,33499,4.8,540,fwd,28,34,gasoline,33345
2014,lexus,gx460base,used,34110,4.6,37,4wd,15,20,gasoline,59619
2019,audi,q52.0tpremiumplus,used,34480,4.7,42,awd,22,27,gasoline,55122
2015,dodge,durangosxt,used,24250,4.7,102,rwd,18,25,gasoline,68109
2021,tesla,model3standardrangeplus,used,52781,3.0,1,rwd,150,133,electric,18773
2018,lincoln,navigatorreserve,used,59600,4.6,25,4wd,16,21,gasoline,54172
2020,nissan,rogues,used,23992,4.8,133,awd,25,32,gasoline,26893
2019,bmw,x7xdrive40i,used,68668,4.1,22,awd,20,25,gasoline,32428
2010,acura,mdx3.7ladvance,used,13977,4.7,53,awd,16,21,gasoline,149813
2019,bmw,x5xdrive40i,used,56300,4.7,55,awd,20,26,gasoline,19138
2017,mercedes-benz,e-classe300sport,used,36560,4.8,79,awd,22,29,gasoline,38174
2019,audi,rs52.9t,used,73880,4.8,11,awd,17,26,gasoline,27615
2019,cadillac,xt5luxury,certified,38998,4.6,94,fwd,19,26,gasoline,34898
2019,mazda,cx-9grandtouring,used,36988,5.0,52,fwd,22,28,gasoline,37779
2019,ford,escapese,used,19659,4.7,264,fwd,23,30,gasoline,84468
2021,toyota,rav4le,used,31936,4.8,102,fwd,27,35,gasoline,46812
2018,gmc,yukonxldenali,used,42900,4.8,24,4wd,14,21,gasoline,104050
2019,jeep,grandcherokeelimited,used,35675,4.8,224,rwd,19,26,gasoline,22014
2015,acura,tlxfwd,used,24897,4.5,125,fwd,24,35,gasoline,45336
2012,toyota,tacomabase,used,17950,4.5,89,4wd,18,21,gasoline,83000
2020,mercedes-benz,glb250base,used,38999,4.1,32,fwd,23,30,gasoline,23956
2019,lincoln,mkzstandard,used,30691,4.9,32,fwd,20,31,gasoline,34686
2016,ford,fiestase,used,16510,4.5,86,fwd,28,36,gasoline,23636
2019,acura,mdx3.5lw/technologypackage,used,40599,4.6,63,awd,19,26,gasoline,35805
2020,toyota,rav4hybridhybridlimited,used,45499,4.7,97,awd,41,38,hybrid,41647
2020,lincoln,aviatorreserveawd,used,61999,4.0,88,awd,17,24,gasoline,16815
2019,dodge,grandcaravangt,used,23696,4.7,68,fwd,17,25,gasoline,76543
2020,gmc,sierra1500denali,used,60000,4.8,66,4wd,16,22,gasoline,31687
2019,kia,sorentolx,used,26389,4.7,256,awd,21,26,gasoline,29753
2021,kia,fortelxs,used,24976,4.8,46,fwd,29,40,gasoline,18194
2020,ford,fusiontitanium,used,24500,4.8,70,fwd,21,31,gasoline,68155
2020,lincoln,aviatorreserveawd,used,56956,4.0,88,awd,17,24,gasoline,28170
2020,kia,optimalx,used,22050,4.9,66,fwd,24,32,gasoline,21275
2019,mercedes-benz,gls450base4matic,certified,59999,5.0,10,awd,16,22,gasoline,27117
2019,lincoln,nautilusreserve,used,39081,4.7,97,awd,20,25,gasoline,37379
2016,porsche,cayennebase,used,48000,4.8,39,awd,19,24,gasoline,13387
2021,dodge,challengergt,used,37495,4.9,24,awd,18,27,gasoline,17387
2021,nissan,roguesv,used,33999,4.7,94,awd,25,32,gasoline,18966
2015,volkswagen,beetleauto1.8t,used,14900,4.7,51,fwd,25,33,gasoline,100937
2019,honda,cr-vlx,certified,28995,4.8,540,awd,25,31,gasoline,18197
2013,ford,f-150xlt,used,18900,4.6,428,4wd,0,0,e85 flex fuel,64273
2020,toyota,rav4le,certified,34790,4.7,166,fwd,27,35,gasoline,21864
2018,toyota,4runnerlimited,used,41891,4.8,253,4wd,17,20,gasoline,59895
2020,chevrolet,tahoepremier,used,57111,4.4,26,4wd,15,21,gasoline,57960
2015,honda,civicex,used,18000,4.7,307,fwd,30,39,gasoline,87416
2020,chevrolet,silverado1500ltz,used,53695,4.6,137,4wd,16,22,gasoline,14854
2021,ford,f-150lariat,used,61994,4.8,79,4wd,19,24,gasoline,13000
2022,chevrolet,tahoez71,used,79999,5.0,2,4wd,15,20,gasoline,6256
2019,nissan,muranosv,used,29991,4.9,96,fwd,20,28,gasoline,25828
2020,acura,mdx3.5l,certified,39998,4.9,50,fwd,20,27,gasoline,45297
2018,bmw,x2xdrive28i,used,28995,4.7,42,awd,21,31,gasoline,53672
2019,subaru,ascentpremium7-passenger,certified,27254,4.5,178,awd,21,27,gasoline,58951
2020,jeep,grandcherokeelimited,used,39895,4.8,150,4wd,18,25,gasoline,14745
2019,subaru,outback2.5ilimited,certified,33997,4.7,262,awd,25,32,gasoline,11905
2019,jeep,grandcherokeelimited,used,33990,4.8,224,4wd,18,25,gasoline,31483
2020,jeep,grandcherokeelimited,used,38146,4.8,150,4wd,18,25,gasoline,36033
2019,kia,sorentolx,used,26345,4.7,256,fwd,22,29,gasoline,48859
2020,hyundai,santafesel2.4,used,27590,4.8,202,fwd,22,29,gasoline,36563
2020,chevrolet,spark1lt,used,15988,4.7,39,fwd,30,38,gasoline,48624
2020,mercedes-benz,glc300base4matic,certified,44834,4.8,35,awd,21,28,gasoline,13970
2019,jeep,grandcherokeelimited,used,38998,4.8,224,4wd,18,25,gasoline,23461
2020,hyundai,santafelimited2.0t,used,37695,4.8,202,fwd,20,27,gasoline,23527
2019,chevrolet,traxls,used,20550,4.3,151,awd,24,29,gasoline,17846
2021,ram,1500laramie,used,50998,4.8,92,4wd,19,24,gasoline,17916
2020,ford,f-150lariat,used,54896,4.8,219,4wd,18,23,gasoline,19906
2019,mercedes-benz,e-classe300,certified,42884,4.7,47,awd,21,29,gasoline,36084
2017,audi,q73.0tprestige,used,38490,4.7,72,awd,19,25,gasoline,82306
2020,toyota,corollale,used,23999,4.7,233,fwd,30,38,gasoline,49821
2020,lexus,rx350350,used,49000,4.8,76,awd,19,26,gasoline,50000
2017,bmw,x5xdrive35i,used,29090,4.7,77,awd,18,24,gasoline,77090
2013,lexus,es350base,used,26998,4.7,99,fwd,21,31,gasoline,51198
2020,kia,telluridesx,used,50998,4.8,211,awd,19,24,gasoline,34574
2019,lexus,rx350base,used,39595,4.8,102,awd,19,26,gasoline,50919
2021,gmc,terrainslt,used,33995,4.8,20,fwd,25,30,gasoline,22972
2019,gmc,acadiasle-2,used,34585,4.8,131,awd,21,25,gasoline,21941
2021,lexus,gx460base,used,57499,4.6,8,4wd,15,19,gasoline,15244
2019,land,roverrangerover5.0lv8supercharged,used,89490,4.5,16,4wd,16,21,gasoline,35084
2015,honda,civiclx,used,19779,4.7,307,fwd,30,39,gasoline,23960
2019,chevrolet,traversels,used,28385,4.7,203,fwd,18,27,gasoline,36538
2018,cadillac,escaladeesvluxury,used,53500,5.0,11,rwd,14,23,gasoline,51749
2021,bmw,330ixdrive,certified,40994,4.9,11,awd,25,34,gasoline,17899
2011,bmw,328ixdrive,used,13995,4.5,229,awd,17,26,gasoline,87988
2019,honda,pilotex-l,used,35857,4.8,223,awd,18,26,gasoline,34162
2020,chevrolet,traverseltcloth,used,35362,4.9,112,awd,17,25,gasoline,35245
2018,acura,mdx3.5lw/technologypackage,used,36900,4.7,61,awd,18,26,gasoline,21966
2019,jeep,cherokeelimited,used,26999,4.6,568,4wd,19,27,gasoline,52629
2019,toyota,priuslimited,certified,33981,4.8,44,fwd,54,50,hybrid,24050
2019,ram,1500laramie,used,49492,4.7,474,4wd,19,24,gasoline,18722
2018,lexus,rx350350,used,38083,4.8,90,fwd,20,27,gasoline,24297
2016,porsche,panamera4,used,39995,4.8,19,awd,18,27,gasoline,87866
2019,audi,q83.0tpremium,used,62891,4.8,27,awd,17,22,gasoline,32646
2018,honda,accordtouring,used,30985,4.8,652,fwd,29,35,gasoline,47140
2019,mercedes-benz,c-classc300,certified,30498,4.8,40,rwd,23,34,gasoline,36725
2020,mercedes-benz,glc300base4matic,certified,41882,4.8,35,awd,21,28,gasoline,26326
2021,toyota,rav4le,certified,32498,4.8,102,awd,27,34,gasoline,15177
2018,toyota,rav4le,used,28497,4.8,770,awd,22,28,gasoline,30842
2018,toyota,rav4xle,used,28900,4.8,770,awd,22,28,gasoline,25257
2018,lexus,rx350lpremium,used,44310,4.6,31,fwd,19,26,gasoline,30336
2020,jeep,grandcherokeelimited,used,40575,4.8,150,4wd,18,25,gasoline,20850
2015,cadillac,escaladepremium,used,35887,4.6,54,4wd,15,21,gasoline,137948
2017,audi,q73.0tpremiumplus,used,29999,4.7,72,awd,19,25,gasoline,85520
2019,jeep,cherokeelimited,certified,27894,4.6,568,4wd,19,27,gasoline,61113
2019,honda,cr-vex-l,used,34630,4.8,540,awd,27,33,gasoline,23807
2013,maserati,granturismosport,used,48777,4.8,17,rwd,13,21,gasoline,36021
2014,bmw,x3xdrive35i,used,20988,4.7,69,awd,19,26,gasoline,81864
2021,kia,sorentolx,used,32999,4.8,52,fwd,24,29,gasoline,49383
2019,hyundai,konalimited,used,26998,4.8,142,awd,26,29,gasoline,26069
2021,ford,f-150lariat,used,129991,4.8,79,4wd,19,24,gasoline,12284
2020,infiniti,qx60luxe,certified,42500,4.8,39,fwd,20,27,gasoline,14921
2018,jeep,grandcherokeelimited,used,32314,4.8,395,rwd,19,26,gasoline,36912
2020,ford,f-150xlt,used,41729,4.8,219,4wd,18,23,gasoline,26087
2020,kia,telluridesx,used,45187,4.8,211,fwd,20,26,gasoline,63505
2019,alfa,romeostelvioti,used,37880,4.6,25,awd,22,28,gasoline,20094
2018,honda,hr-vex,used,17829,4.7,205,fwd,28,34,gasoline,149877
2018,audi,q32.0tpremium,used,25205,4.8,52,fwd,20,28,gasoline,80383
2020,lexus,rx350lbase,used,50204,5.0,5,fwd,19,26,gasoline,19211
2019,mercedes-benz,amggle434maticcoupe,certified,69987,5.0,10,awd,17,22,gasoline,28994
2017,subaru,outback3.6rlimited,certified,30595,4.8,367,awd,20,27,gasoline,53707
2020,ram,1500laramie,used,46091,4.8,201,4wd,19,24,gasoline,51226
2019,audi,q52.0tpremiumplus,used,38407,4.7,42,awd,22,27,gasoline,49872
2019,honda,cr-vex-l,used,33000,4.8,540,awd,27,33,gasoline,30194
2019,honda,accordsport,certified,30795,4.7,223,fwd,29,35,gasoline,30028
2019,kia,sorentolx,used,25989,4.7,256,fwd,22,29,gasoline,24224
2016,buick,enclavepremium,used,23995,4.5,67,awd,15,22,gasoline,84186
2018,infiniti,q503.0tluxe,used,26629,4.7,78,awd,19,27,gasoline,48497
2018,audi,q73.0tprestige,used,49999,4.7,63,awd,19,25,gasoline,25165
2020,land,roverrangeroverevoquese,used,46998,4.1,16,awd,20,27,gasoline,29647
2019,nissan,sentras,used,19499,4.7,142,fwd,29,37,gasoline,10093
2020,ford,edgesel,used,38137,4.9,141,awd,21,28,gasoline,13631
2014,jeep,cherokeelatitude,used,17480,4.2,315,4wd,21,28,gasoline,88338
2018,chevrolet,suburbanlt,used,42928,4.9,44,4wd,15,22,gasoline,82878
2020,mazda,cx-9grandtouring,used,35998,4.8,32,fwd,22,28,gasoline,37294
2019,mercedes-benz,glc350ebase4matic,used,39990,4.2,11,awd,0,0,gasoline,49775
2019,mercedes-benz,a-classa220,used,33982,4.5,36,fwd,24,35,gasoline,19734
2019,bmw,640granturismoixdrive,used,44995,4.7,3,awd,20,28,gasoline,45094
2019,audi,q83.0tpremium,used,59995,4.8,27,awd,17,22,gasoline,51598
2019,cadillac,xt5luxury,used,40980,4.6,94,fwd,19,26,gasoline,12434
2021,toyota,rav4le,used,29977,4.8,102,fwd,27,35,gasoline,39891
2020,ford,escapesel,certified,25990,4.6,230,awd,26,31,gasoline,51638
2019,chevrolet,equinox1lt,certified,23888,4.5,415,fwd,26,32,gasoline,12117
2019,volkswagen,tiguan2.0tse,used,28999,4.5,136,awd,21,29,gasoline,45157
2021,mazda,cx-5touring,used,27599,4.8,84,fwd,25,31,gasoline,47255
2019,hyundai,tucsonse,used,23700,4.7,212,fwd,23,30,gasoline,24531
2020,ford,f-150xlt,used,44800,4.8,219,4wd,18,23,gasoline,24858
2019,bmw,x3xdrive30i,used,40998,4.7,99,awd,22,29,gasoline,39377
2016,subaru,outback2.5ilimited,used,22998,4.7,175,awd,25,33,gasoline,82226
2018,mercedes-benz,e-classe300,used,37749,4.8,64,rwd,22,30,gasoline,38272
2020,cadillac,xt5premiumluxury,used,41990,4.8,23,awd,21,26,gasoline,46749
2019,infiniti,qx60luxe,used,36190,4.6,56,fwd,20,27,gasoline,49823
2021,tesla,modelyperformance,used,76534,4.0,15,awd,0,0,electric,2194
2021,dodge,durangogt,used,34977,4.8,27,awd,18,25,gasoline,31660
2018,mercedes-benz,gla250base4matic,used,28500,4.5,63,awd,23,31,e85 flex fuel,55174
2019,bmw,x2xdrive28i,certified,36999,4.6,7,awd,21,31,gasoline,34541
2017,lexus,gs350fsport,used,35477,4.9,18,awd,19,27,gasoline,34298
2020,lexus,gx460base,used,53054,4.9,22,4wd,15,19,gasoline,21810
2022,nissan,pathfindersl,certified,47244,5.0,2,4wd,21,27,gasoline,15363
2021,nissan,sentrasv,certified,21900,4.8,25,fwd,29,39,gasoline,11327
2017,buick,encoreessence,used,19577,4.7,209,fwd,25,33,gasoline,20554
2017,mercedes-benz,e-classe3004matic,used,37627,4.8,79,awd,22,29,gasoline,14641
2015,acura,rdxtechnologypackage,used,24745,4.6,69,awd,19,27,gasoline,47065
2019,lexus,is300base,used,35500,4.9,11,awd,19,26,gasoline,16699
2010,scion,tcbase,used,5950,4.4,19,fwd,21,29,gasoline,166810
2019,audi,q83.0tpremium,used,66000,4.8,27,awd,17,22,gasoline,30852
2019,bmw,x3xdrive30i,used,41998,4.7,99,awd,22,29,gasoline,21277
2022,kia,sportagelx,used,26801,4.7,7,fwd,23,30,gasoline,21561
2019,audi,sq5premiumplus,used,52964,4.8,7,awd,19,24,gasoline,26750
2020,lexus,es350fsport,used,44598,4.9,52,fwd,22,31,gasoline,33851
2016,infiniti,q503.0tredsport400,used,28495,4.8,44,rwd,19,28,gasoline,64895
2020,ram,1500rebel,used,53998,4.8,201,4wd,19,24,gasoline,17745
2019,land,roverrangerover5.0lv8supercharged,used,95999,4.5,16,4wd,16,21,gasoline,21722
2018,mercedes-benz,e-classe300,used,33881,4.8,64,rwd,22,30,gasoline,48777
2019,jeep,grandcherokeelimited,used,41495,4.8,224,4wd,18,25,gasoline,22816
2021,mercedes-benz,amggle53base,used,89800,3.6,16,awd,18,22,gasoline,4152
2020,kia,sportagelx,used,26500,4.8,174,awd,22,26,gasoline,26882
2020,toyota,rav4le,used,32859,4.7,166,awd,27,34,gasoline,10813
2019,lexus,is300base,used,33598,4.9,11,awd,19,26,gasoline,20733
2019,chevrolet,traverseltcloth,used,28331,4.7,203,awd,17,25,gasoline,24440
2020,kia,sportages,certified,28987,4.8,174,awd,22,26,gasoline,23049
2018,toyota,rav4le,used,24992,4.8,770,awd,22,28,gasoline,48102
2019,gmc,acadiaslt-1,used,35500,4.8,131,awd,17,25,gasoline,36248
2019,honda,cr-vex,certified,28650,4.8,540,awd,27,33,gasoline,64432
2019,mazda,cx-5grandtouring,used,29142,4.8,230,awd,24,30,gasoline,40491
2018,alfa,romeogiuliati,used,35895,4.8,49,rwd,24,33,gasoline,15817
2019,mazda,cx-5grandtouring,used,30990,4.8,230,fwd,25,31,gasoline,14122
2018,toyota,rav4xle,used,28399,4.8,770,fwd,23,30,gasoline,48734
2019,subaru,outback3.6rlimited,used,35599,4.7,262,awd,20,27,gasoline,25527
2018,bmw,530i,used,33888,4.8,18,rwd,24,34,gasoline,40544
2022,subaru,brzlimited,used,39581,4.7,1,rwd,20,27,gasoline,1564
2019,jeep,wranglerunlimitedsahara,used,41075,4.6,109,4wd,17,23,gasoline,16277
2017,mercedes-benz,e-classe400,used,32998,4.8,79,rwd,20,29,gasoline,40061
2021,dodge,durangosxt,used,37239,4.8,27,awd,18,25,gasoline,26786
2019,jeep,grandcherokeelimited,used,34739,4.8,224,4wd,18,25,gasoline,44657
2019,land,roverrangerover3.0lv6superchargedhse,used,84599,4.5,16,4wd,17,23,gasoline,10543
2021,jeep,wranglerunlimitedsport,used,43670,4.9,46,4wd,17,23,diesel,24662
2018,audi,q73.0tpremiumplus,used,39998,4.7,63,awd,19,25,gasoline,47155
2017,gmc,acadiaslt-1,used,31998,4.6,207,fwd,21,25,gasoline,92777
2018,cadillac,xt5luxury,used,35489,4.8,131,awd,18,25,gasoline,32258
2019,ford,explorerxlt,used,35935,4.8,110,4wd,16,22,gasoline,49246
2019,audi,q83.0tpremium,used,66900,4.8,27,awd,17,22,gasoline,32274
2022,toyota,corollale,certified,28981,5.0,2,fwd,30,38,gasoline,12904
2021,toyota,tacomasr,certified,34451,4.8,85,rwd,20,23,gasoline,17029
2019,mazda,cx-5grandtouring,used,29981,4.8,230,fwd,25,31,gasoline,29584
2019,ram,1500classicslt,used,37282,4.7,143,rwd,17,25,gasoline,19905
2020,toyota,corollale,used,21401,4.7,233,fwd,30,38,gasoline,47806
2019,ford,expeditionplatinum,used,63989,4.8,62,4wd,17,22,gasoline,18056
2017,lexus,gs350fsport,used,31492,4.9,18,rwd,19,27,gasoline,98301
2019,nissan,versa1.6sv,used,19950,4.4,48,fwd,31,39,gasoline,61690
2020,chevrolet,blazer2lt,certified,35498,4.7,67,fwd,21,28,gasoline,17941
2020,nissan,rogues,certified,24586,4.8,133,fwd,26,33,gasoline,23696
2019,mercedes-benz,c-classc3004matic,used,37918,4.8,40,awd,22,33,gasoline,22146
2019,ford,expeditionlimited,used,45757,4.8,62,rwd,17,24,gasoline,52031
2018,ford,f-150lariat,used,46999,4.8,817,4wd,19,24,gasoline,41920
2015,ford,escapetitanium,used,13995,4.6,293,4wd,21,0,gasoline,101672
2018,infiniti,qx60base,used,32999,4.8,29,fwd,20,27,gasoline,48364
2019,lexus,gx460base,used,51949,4.7,24,4wd,15,18,gasoline,48587
2018,lexus,gx460base,used,46656,4.6,36,4wd,15,18,gasoline,24212
2020,ram,1500limited,used,54496,4.8,201,4wd,19,24,gasoline,45515
2019,toyota,camryle,used,22803,4.8,309,fwd,28,39,gasoline,60652
2018,audi,q73.0tpremiumplus,used,42391,4.7,63,awd,19,25,gasoline,36735
2019,volvo,xc60t5inscription,used,40691,4.9,82,awd,20,27,gasoline,48082
2020,gmc,sierra1500denali,used,62998,4.8,66,4wd,16,22,gasoline,10563
2019,mercedes-benz,glc300base4matic,used,35061,4.6,72,awd,22,27,gasoline,55333
2019,alfa,romeogiuliabase,used,35695,4.7,29,awd,23,31,gasoline,19112
2019,gmc,terraindenali,used,33797,4.5,118,awd,21,26,gasoline,55096
2019,land,roverrangerovervelarp250ser-dynamic,used,52332,3.5,15,4wd,21,27,gasoline,38183
2020,mitsubishi,outlandersel,used,24995,4.7,28,fwd,25,30,gasoline,48122
2019,dodge,challengersxt,used,25940,4.8,150,rwd,19,30,gasoline,63956
2021,ram,1500laramie,used,50055,4.8,92,4wd,19,24,gasoline,10612
2021,jeep,wranglerunlimitedsport,used,45555,4.9,46,4wd,17,23,gasoline,19821
2020,mercedes-benz,gle350base4matic,used,55965,4.3,75,awd,19,26,gasoline,44606
2020,subaru,crosstrekpremium,certified,30754,4.8,60,awd,27,33,gasoline,23451
2016,chevrolet,equinoxltz,used,17849,4.7,196,fwd,22,32,gasoline,84209
2016,honda,hr-vex-lw/navigation,used,21426,4.5,155,fwd,28,35,gasoline,83541
2019,chevrolet,silverado1500custom,certified,36535,4.3,245,4wd,15,20,gasoline,17515
2021,lexus,gx460base,used,58990,4.6,8,4wd,15,19,gasoline,16653
2019,volkswagen,atlas3.6lsew/technology,used,29992,4.5,132,awd,17,23,gasoline,87568
2018,bmw,x2xdrive28i,used,31788,4.7,42,awd,21,31,gasoline,37956
2019,buick,envisionessence,certified,30495,4.7,70,fwd,22,29,gasoline,19032
2019,chevrolet,cruzelt,used,17498,4.8,69,fwd,28,38,gasoline,45063
2020,ford,ecosportse,used,22922,4.7,62,fwd,27,29,gasoline,22303
2019,ford,edgetitanium,used,30589,4.7,193,fwd,22,29,gasoline,39552
2019,cadillac,escaladeluxury,used,51999,4.7,13,4wd,14,21,gasoline,71455
2019,ford,escapetitanium,used,30000,4.7,264,4wd,21,27,gasoline,21835
2021,chevrolet,traverseltcloth,used,38599,4.9,37,awd,17,25,gasoline,24071
2021,subaru,foresterpremium,certified,33000,4.9,109,awd,26,33,gasoline,40248
2014,mercedes-benz,s-classs550,used,42993,4.7,27,rwd,17,25,gasoline,52331
2019,nissan,titansv,used,39492,4.7,42,4wd,15,21,gasoline,26351
2019,chevrolet,traxlt,used,22917,4.3,151,awd,24,29,gasoline,17978
2019,mazda,cx-9grandtouring,used,34239,5.0,52,fwd,22,28,gasoline,25136
2017,mercedes-benz,c-classc300,used,28998,4.7,104,awd,24,31,gasoline,49503
2019,honda,cr-vex,used,30842,4.8,540,awd,27,33,gasoline,42775
2015,jeep,grandcherokeelaredo,used,23998,4.8,296,4wd,17,24,e85 flex fuel,64822
2019,ford,f-150lariat,used,39995,4.8,425,rwd,20,26,diesel,46335
2021,lexus,gx460base,used,54988,4.6,8,4wd,15,19,gasoline,24181
2019,volvo,xc90t6momentum,used,41000,4.7,69,awd,19,26,gasoline,44982
2021,toyota,rav4xlepremium,used,37990,4.8,102,fwd,28,35,gasoline,9843
2021,chevrolet,silverado1500custom,used,41985,4.5,75,4wd,19,22,gasoline,15600
2021,toyota,tundralimited,certified,54945,4.9,32,4wd,13,17,gasoline,15183
2020,dodge,durangor/t,used,47998,4.9,46,awd,14,22,gasoline,22120
2020,toyota,siennaxle,used,42998,4.7,36,awd,18,24,gasoline,40007
2019,buick,encorepreferred,used,19875,4.7,182,fwd,25,30,gasoline,49408
2018,mercedes-benz,e-classe300,used,39495,4.8,64,rwd,22,30,gasoline,26678
2020,dodge,chargerscatpack,used,46690,4.8,56,rwd,15,24,gasoline,18491
2021,chevrolet,silverado1500wt,used,36959,4.5,75,rwd,16,21,gasoline,16339
2018,bmw,330ixdrive,used,31998,4.8,32,awd,23,33,gasoline,31660
2019,jeep,compasslatitude,used,27900,4.5,163,4wd,22,31,gasoline,15217
2020,bmw,x3xdrive30i,used,35500,4.9,51,awd,24,29,gasoline,52765
2020,toyota,corollase,certified,27614,4.7,233,fwd,31,40,gasoline,18523
2019,volvo,xc90t6inscription,certified,52999,4.7,69,awd,19,26,gasoline,29580
2019,nissan,roguesl,certified,28861,4.7,255,awd,25,32,gasoline,23674
2015,buick,enclavepremium,used,23250,4.6,72,awd,16,22,gasoline,35221
2019,mercedes-benz,gla250base4matic,used,30750,4.6,33,awd,23,31,e85 flex fuel,16154
2019,acura,rdxtechnologypackage,certified,43992,4.3,217,awd,21,27,gasoline,12641
2019,ford,escapese,used,22392,4.7,264,4wd,22,28,gasoline,64215
2019,mazda,cx-5grandtouring,used,30000,4.8,230,awd,24,30,gasoline,20915
2019,mercedes-benz,gla250base4matic,certified,31998,4.6,33,awd,23,31,e85 flex fuel,17367
2020,cadillac,escaladeplatinum,used,70990,5.0,9,4wd,14,21,gasoline,40920
2019,audi,a655premium,used,44988,4.6,23,awd,22,29,gasoline,33592
2018,bmw,x3xdrive30i,used,36998,4.8,64,awd,22,29,gasoline,40823
2019,bmw,x2xdrive28i,certified,32998,4.6,7,awd,21,31,gasoline,29810
2016,porsche,caymangt4,used,109990,4.8,24,rwd,18,23,gasoline,32228
2019,toyota,rav4le,certified,31987,4.6,444,fwd,26,35,gasoline,31137
2021,subaru,outbackpremium,used,33998,4.8,81,awd,26,33,gasoline,14148
2021,jeep,grandcherokeelimited,used,40299,4.7,58,4wd,18,25,gasoline,24782
2019,lexus,rx350lpremium,used,49250,4.9,14,awd,18,25,gasoline,24224
2020,kia,telluridesx,certified,49924,4.8,211,awd,19,24,gasoline,39436
2021,toyota,4runnerlimited,used,50998,4.9,42,4wd,16,19,gasoline,11630
2020,volvo,v60crosscountryt5,certified,46000,4.7,15,awd,22,31,gasoline,31595
2019,subaru,outback2.5ipremium,certified,30595,4.7,262,awd,25,32,gasoline,39574
2019,mazda,cx-5grandtouring,used,31249,4.8,230,awd,24,30,gasoline,20071
2020,mitsubishi,outlandersel,used,24411,4.7,28,4wd,24,29,gasoline,47519
2018,ford,focusse,used,14488,4.6,199,fwd,26,38,e85 flex fuel,85780
2020,ford,expeditionxlt,used,53820,4.9,27,4wd,17,22,gasoline,31378
2020,toyota,camryle,used,27974,4.8,142,fwd,28,39,gasoline,47810
2019,mazda,cx-5grandtouring,used,29981,4.8,230,fwd,25,31,gasoline,29584
