Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,Drivetrain,MinMPG,MaxMPG,FuelType,Mileage
2017,audi,q73.0tprestige,used,32792,4.7,72,awd,19,25,gasoline,89957
2019,lexus,rx350350,used,49937,4.8,102,awd,19,26,gasoline,12925
2022,genesis,gv703.5tsport,used,64995,5.0,2,awd,19,25,gasoline,3595
2017,cadillac,escaladeluxury,used,53000,4.4,37,4wd,15,20,gasoline,50636
2018,subaru,outback2.5ilimited,used,24695,4.7,445,awd,25,32,gasoline,86736
2021,gmc,yukondenali,used,84990,4.0,24,rwd,15,20,gasoline,15545
2020,toyota,camryxse,used,35988,4.8,142,fwd,27,38,gasoline,32870
2020,gmc,acadiadenali,used,49667,4.8,70,awd,18,25,gasoline,19026
2021,kia,telluridesx,used,55986,4.9,91,awd,19,24,gasoline,17146
2016,bmw,740i,used,37998,4.8,5,rwd,21,29,gasoline,48240
2019,lexus,rx350,used,42276,4.8,102,fwd,20,28,gasoline,33915
2020,ford,edgetitanium,used,29184,4.9,141,fwd,21,29,gasoline,66301
2020,buick,envisionessence,certified,31000,4.9,43,awd,21,27,gasoline,39369
2019,cadillac,xt4premiumluxury,certified,38900,4.2,107,fwd,24,30,gasoline,16042
2021,hyundai,palisadecalligraphy,used,50289,4.9,91,fwd,19,26,gasoline,11474
2016,acura,mdx3.5lacurawatchpluspackage,used,22999,4.6,114,fwd,19,27,gasoline,94997
2020,ford,escapesel,used,28961,4.6,230,awd,26,31,gasoline,17137
2020,ford,fusionsel,used,22949,4.8,70,fwd,23,34,gasoline,18399
2019,honda,cr-vlx,used,25500,4.8,540,awd,25,31,gasoline,29586
2017,honda,accordex-l,used,23863,4.8,572,fwd,26,34,gasoline,47293
2019,kia,sorentolx,used,25277,4.7,256,awd,21,26,gasoline,34836
2020,jeep,grandcherokeelimited,used,37899,4.8,150,4wd,18,25,gasoline,37389
2020,nissan,muranosl,used,39384,4.9,76,awd,20,28,gasoline,5976
2018,toyota,4runnerlimited,used,45188,4.8,253,4wd,17,20,gasoline,28858
2019,gmc,acadiaslt-1,used,33201,4.8,131,fwd,21,26,gasoline,47763
2018,audi,q52.0ttechpremium,used,29998,4.7,181,awd,23,27,gasoline,53089
2019,lexus,rx350base,used,37995,4.8,102,fwd,20,28,gasoline,51298
2019,volkswagen,jetta1.4ts,used,16990,4.5,258,fwd,30,40,gasoline,109744
2019,cadillac,cts2.0lturboluxury,certified,33252,4.9,16,rwd,22,30,gasoline,55240
2019,bmw,x3xdrive30i,used,38598,4.7,99,awd,22,29,gasoline,31908
2015,bmw,328ixdrive,used,22995,4.7,107,awd,22,33,gasoline,45325
2019,honda,cr-vtouring,certified,37750,4.8,540,awd,27,33,gasoline,21972
2018,bmw,m550m550ixdrive,used,43995,4.6,13,awd,16,25,gasoline,68195
2021,toyota,camryse,used,30995,4.8,69,fwd,28,39,gasoline,21587
2012,mitsubishi,outlanderse,used,8000,4.1,16,fwd,23,28,gasoline,96904
2018,bmw,x1xdrive28i,used,32783,4.8,79,awd,22,31,gasoline,34571
2019,audi,rs52.9t,used,71481,4.8,11,awd,17,26,gasoline,32511
2020,jeep,grandcherokeelimited,used,40998,4.8,150,4wd,18,25,gasoline,49873
2019,bmw,330ixdrive,used,36795,4.9,30,awd,25,34,gasoline,45558
2019,bmw,x3xdrive30i,used,37489,4.7,99,awd,22,29,gasoline,45390
2019,lexus,gx460base,used,45498,4.7,24,4wd,15,18,gasoline,34666
2014,mercedes-benz,cls-classcls63amgs-model4matic,used,50411,4.9,19,awd,16,22,gasoline,34341
2021,kia,seltoss,certified,27391,4.8,113,awd,27,31,gasoline,17319
2021,tesla,modelylongrange,used,70293,4.0,15,awd,131,117,electric,10689
2020,chrysler,pacificatouring-l,used,39995,4.8,59,fwd,19,28,gasoline,17393
2015,acura,tlxv6tech,used,18300,4.5,125,awd,21,31,gasoline,129999
2008,chrysler,aspenlimited,used,4971,4.8,45,4wd,13,17,gasoline,141440
2019,genesis,g803.8,used,34999,4.7,28,awd,18,24,gasoline,29503
2019,mercedes-benz,amggle434maticcoupe,used,61199,5.0,10,awd,17,22,gasoline,42425
2019,honda,cr-vex-l,certified,32297,4.8,540,awd,27,33,gasoline,37370
2019,bmw,x1xdrive28i,used,32499,4.7,17,awd,22,31,gasoline,45309
2019,bmw,x5xdrive40i,used,44295,4.7,55,awd,20,26,gasoline,46377
2019,mercedes-benz,s-classs5604matic,certified,75833,4.6,14,awd,17,27,gasoline,35217
2019,bmw,x7xdrive40i,used,64060,4.1,22,awd,20,25,gasoline,43029
2020,bmw,x3xdrive30i,used,38995,4.9,51,awd,24,29,gasoline,30507
2018,volvo,xc60t5momentum,used,34832,4.8,117,awd,22,28,gasoline,20820
2019,honda,cr-vex-l,certified,33040,4.8,540,awd,27,33,gasoline,15730
2019,kia,sorentoex,used,31000,4.7,256,awd,19,24,gasoline,46496
2016,chevrolet,corvettestingrayz51,used,58950,4.8,128,rwd,17,29,gasoline,14163
2019,subaru,crosstrek2.0ipremium,used,25980,4.7,205,awd,27,33,gasoline,47584
2018,bmw,x5xdrive35i,used,38688,4.8,66,awd,18,24,gasoline,54249
2020,lexus,gs350fsport,used,46411,5.0,2,rwd,19,27,gasoline,32175
2019,bmw,x5xdrive40i,used,49990,4.7,55,awd,20,26,gasoline,39765
2019,toyota,4runnertrdpro,used,49743,4.8,189,4wd,17,20,gasoline,37515
2020,tesla,modelylongrange,used,71591,3.7,10,awd,127,114,electric,16500
2022,mercedes-benz,glb250base4matic,certified,44980,4.9,4,awd,23,31,gasoline,11565
2018,bmw,330ixdrive,used,33998,4.8,32,awd,23,33,gasoline,48309
2019,audi,q52.0tpremiumplus,used,39392,4.7,42,awd,22,27,gasoline,13457
2020,tesla,modelylongrange,used,68981,3.7,10,awd,127,114,electric,15614
2019,bmw,x5xdrive40i,certified,58427,4.7,55,awd,20,26,gasoline,13943
2014,toyota,rav4le,used,17336,4.4,192,fwd,24,31,gasoline,124703
2019,tesla,model3longrange,used,56199,4.9,33,awd,120,112,electric,30672
2016,subaru,outback2.5ipremium,used,21292,4.7,175,awd,25,33,gasoline,81296
2019,jeep,grandcherokeealtitude,used,36989,4.8,224,4wd,18,25,gasoline,30475
2019,lexus,rx350fsport,used,46499,4.8,102,awd,19,26,gasoline,28147
2019,ford,explorerxlt,used,34595,4.8,110,fwd,17,24,gasoline,14705
2020,ford,edgesport,certified,45500,4.9,141,awd,19,26,gasoline,953
2019,honda,cr-vex-l,used,30888,4.8,540,awd,27,33,gasoline,85096
2019,subaru,outback2.5ilimited,used,29998,4.7,262,awd,25,32,gasoline,62757
2020,bmw,x3xdrive30i,used,43961,4.9,51,awd,24,29,gasoline,31113
2020,subaru,ascenttouring7-passenger,used,46588,4.8,83,awd,20,26,gasoline,25580
2019,alfa,romeostelvioti,certified,39995,4.6,25,awd,22,28,gasoline,37081
2017,audi,q73.0tpremiumplus,used,33398,4.7,72,awd,19,25,gasoline,67203
2017,mazda,cx-5grandtouring,used,21988,4.8,261,fwd,24,31,gasoline,108339
2019,audi,sq53.0tpremium,used,54000,4.8,7,awd,19,24,gasoline,31937
2019,cadillac,cts3.6lluxury,used,34000,4.9,16,rwd,19,29,gasoline,37015
2019,mercedes-benz,c-classc300,used,35509,4.8,40,rwd,23,34,gasoline,19216
2021,honda,pilotspecialedition,used,40980,4.8,63,fwd,20,27,gasoline,25594
2019,bmw,330i,used,35985,4.9,30,rwd,26,36,gasoline,35027
2019,lexus,is300is300fsport,used,39996,4.9,11,rwd,21,30,gasoline,17150
2020,mercedes-benz,glc300base,certified,45698,4.8,35,rwd,22,29,gasoline,21675
2018,cadillac,xt5luxury,certified,34793,4.8,131,awd,18,25,gasoline,47758
2019,bmw,x5xdrive40i,used,49933,4.7,55,awd,20,26,gasoline,36515
2017,chevrolet,equinoxlt,used,17992,4.7,280,fwd,21,31,gasoline,90145
2015,chrysler,200limited,used,4250,4.4,361,fwd,23,36,gasoline,119417
2019,infiniti,qx60luxe,used,36798,4.6,56,fwd,20,27,gasoline,37882
2018,ford,explorerxlt,used,32491,4.8,265,fwd,17,24,gasoline,33583
2020,ford,explorerlimited,used,42598,4.5,248,4wd,20,27,gasoline,52034
2021,tesla,model3performance,used,68000,3.0,1,awd,0,0,electric,12500
2019,mazda,cx-9touring,used,33785,5.0,52,awd,20,26,gasoline,24701
2020,jeep,grandcherokeesummit,used,46888,4.8,150,4wd,18,25,gasoline,30519
2021,acura,rdxtechnologypackage,used,44872,4.8,42,awd,21,27,gasoline,10769
2019,mercedes-benz,a-classa2204matic,used,31000,4.5,36,awd,24,34,gasoline,47796
2019,mazda,cx-5grandtouring,used,31823,4.8,230,awd,24,30,gasoline,12036
2019,honda,cr-vex-l,certified,30793,4.8,540,awd,27,33,gasoline,35119
2016,cadillac,ct63.0ltwinturboluxury,used,33829,4.8,25,awd,18,26,gasoline,72323
2019,honda,cr-vex-l,certified,28998,4.8,540,awd,27,33,gasoline,38535
2017,bmw,x3xdrive28i,used,29988,4.8,89,awd,21,28,gasoline,50296
2019,honda,civicsport,used,26525,4.9,275,fwd,29,36,gasoline,12589
2019,alfa,romeostelvioti,used,38000,4.6,25,awd,22,28,gasoline,19246
2019,honda,cr-vex-l,certified,33420,4.8,540,awd,27,33,gasoline,18835
2021,mercedes-benz,e-classe3504matic,used,66161,4.7,7,awd,22,30,gasoline,11545
2019,mercedes-benz,glc300base4matic,used,36995,4.6,72,awd,22,27,gasoline,36850
2020,mercedes-benz,gle350base4matic,used,51466,4.3,75,awd,19,26,gasoline,17737
2019,bmw,540ixdrive,used,49788,4.9,17,awd,21,29,gasoline,33943
2019,jeep,grandcherokeelimited,used,34449,4.8,224,4wd,18,25,gasoline,34824
2019,jeep,grandcherokeelimited,used,34450,4.8,224,4wd,18,25,gasoline,37402
2019,lexus,rx350350,used,44500,4.8,102,awd,19,26,gasoline,27986
2020,toyota,priusle,used,29719,4.7,18,fwd,54,50,hybrid,45031
2021,cadillac,xt6premiumluxuryfwd,used,59441,4.9,9,fwd,19,26,gasoline,14164
2019,mazda,cx-5grandtouring,used,30897,4.8,230,awd,24,30,gasoline,38609
2020,mercedes-benz,gle350base4matic,certified,62714,4.3,75,awd,19,26,gasoline,35836
2020,cadillac,xt5sport,certified,49999,4.8,23,awd,18,25,gasoline,16975
2021,bmw,x7xdrive40i,used,83500,5.0,10,awd,19,24,gasoline,11422
2019,volkswagen,jetta1.4ts,used,20000,4.5,258,fwd,30,40,gasoline,21699
2019,honda,pilotex-l,used,36539,4.8,223,awd,18,26,gasoline,39312
2020,toyota,4runnerlimited,used,45991,4.8,84,rwd,16,19,gasoline,40504
2019,cadillac,xt5luxury,used,33990,4.6,94,fwd,19,26,gasoline,50411
2020,gmc,acadiaslt,used,32002,4.8,70,awd,21,27,gasoline,55633
2018,audi,q52.0ttechpremium,used,42998,4.7,181,awd,23,27,gasoline,14130
2018,mazda,cx-5grandtouring,used,29998,4.8,270,awd,24,30,gasoline,30205
2019,chevrolet,tahoelt,used,43981,4.6,70,4wd,15,21,e85 flex fuel,71091
2019,toyota,highlanderleplus,used,34995,4.6,363,awd,20,27,gasoline,18147
2018,bmw,m550ixdrive,used,47994,4.6,13,awd,16,25,gasoline,42989
2020,ram,1500limited,used,56552,4.8,201,4wd,19,24,gasoline,17076
2016,mercedes-benz,e-classe3504matic,used,24952,4.7,80,awd,20,28,gasoline,39000
2018,cadillac,xt5luxury,certified,36543,4.8,131,fwd,19,26,gasoline,13655
2014,mercedes-benz,g-classg550,used,77992,4.9,4,awd,12,15,gasoline,65753
2019,mercedes-benz,gls450base4matic,used,51995,5.0,10,awd,16,22,gasoline,54863
2018,toyota,4runnerlimited,used,41246,4.8,253,4wd,17,20,gasoline,31609
2021,tesla,modelylongrange,used,69995,4.0,15,awd,131,117,electric,13297
2018,toyota,4runnerlimited,certified,40773,4.8,253,4wd,17,20,gasoline,36934
2018,toyota,4runnerlimited,used,43555,4.8,253,4wd,17,20,gasoline,27082
2018,cadillac,xtsluxury,used,29895,4.8,27,fwd,19,28,gasoline,35592
2019,mercedes-benz,gls450base4matic,used,51995,5.0,10,awd,16,22,gasoline,38525
2019,audi,a42.0tpremium,used,33994,4.8,21,awd,23,34,gasoline,27873
2019,jeep,grandcherokeelimited,used,38900,4.8,224,4wd,18,25,gasoline,17227
2020,kia,sportagelx,used,26500,4.8,174,awd,22,26,gasoline,17449
2019,nissan,altima2.5sl,used,24890,4.7,153,awd,26,36,gasoline,14090
2014,bmw,435ixdrive,used,22995,4.8,28,awd,20,30,gasoline,59517
2019,subaru,outback2.5ilimited,used,29197,4.7,262,awd,25,32,gasoline,46664
2016,porsche,cayennegts,used,56998,4.8,39,awd,16,23,gasoline,47122
2016,bmw,x1xdrive28i,used,25500,4.6,40,awd,22,32,gasoline,48743
2018,audi,q52.0ttechpremium,used,32995,4.7,181,awd,23,27,gasoline,45350
2019,subaru,forester,used,27991,4.7,279,awd,26,33,gasoline,28831
2019,land,roverrangeroverevoquesepremium,used,37990,3.9,16,4wd,22,29,gasoline,24132
2019,lexus,rx350,used,37998,4.8,102,fwd,20,28,gasoline,36743
2020,land,roverrangeroverhse,used,96481,4.7,5,4wd,19,24,gasoline,18394
2020,gmc,yukonslt,used,41150,4.9,16,4wd,15,21,gasoline,61075
2019,bmw,x3sdrive30i,certified,37998,4.7,99,rwd,23,30,gasoline,14653
2020,mercedes-benz,cla250base,certified,38927,5.0,9,fwd,25,35,gasoline,27590
2020,mercedes-benz,cla250base,used,37701,5.0,9,fwd,25,35,gasoline,29364
2019,bmw,x7xdrive40i,used,73988,4.1,22,awd,20,25,gasoline,12384
2020,ford,expeditionlimited,used,59965,4.9,27,4wd,17,22,gasoline,36135
2019,acura,rdxtechnologypackage,used,35863,4.3,217,fwd,22,28,gasoline,38517
2019,ram,1500limited,used,45574,4.7,474,rwd,20,25,gasoline,54769
2017,nissan,armadaplatinum,used,33995,4.7,78,awd,13,18,gasoline,84023
2016,tesla,modelx70d,used,71992,4.7,21,awd,101,102,electric,49602
2019,mercedes-benz,amge53base4matic,used,67970,4.8,6,awd,21,28,gasoline,18142
2019,audi,rs52.9t,used,80998,4.8,11,awd,17,26,gasoline,29605
2018,mercedes-benz,gle350base4matic,used,42998,4.7,51,awd,18,22,gasoline,38981
2020,kia,sorentolxv6,used,29991,4.7,76,awd,18,24,gasoline,47159
2020,lincoln,mkzreserve,used,41782,4.8,12,fwd,20,31,gasoline,43141
2020,infiniti,qx60luxe,used,38995,4.8,39,fwd,20,27,gasoline,46402
2021,ford,f-150lariat,used,127991,4.8,79,4wd,19,24,gasoline,19599
2018,honda,accordex-l,used,27999,4.8,652,fwd,30,38,gasoline,36466
2020,acura,rdxa-spec,used,41998,4.6,96,fwd,22,27,gasoline,34863
2021,honda,pilotspecialedition,used,40000,4.8,63,fwd,20,27,gasoline,14974
2019,bmw,540i,used,47995,4.9,17,rwd,21,29,gasoline,30161
2019,mercedes-benz,c-classc3004matic,used,39990,4.8,40,awd,22,33,gasoline,15082
2015,lexus,gx460base,used,37694,4.8,28,4wd,15,20,gasoline,56076
2020,lexus,gx460base,used,58998,4.9,22,4wd,15,19,gasoline,23211
2019,bmw,m850ixdrive,used,81880,5.0,5,awd,18,25,gasoline,19163
2020,volvo,xc60t5momentum,used,38299,4.9,39,awd,20,27,gasoline,46462
2020,honda,pilotex-l,used,43000,4.3,151,awd,18,26,gasoline,17451
2020,land,roverrangeroverevoques,used,44995,4.1,16,awd,20,27,gasoline,19590
2020,nissan,titanpro-4x,used,50698,4.9,12,4wd,15,21,gasoline,36242
2020,ford,explorerxlt,used,35752,4.5,248,rwd,21,28,gasoline,30843
2018,cadillac,xt5luxury,used,30788,4.8,131,fwd,19,26,gasoline,36149
2017,chevrolet,equinoxlt,used,23963,4.7,280,fwd,21,31,gasoline,32223
2017,ford,f-150lariat,used,22995,4.8,568,rwd,19,26,gasoline,35876
2020,lexus,gx460base,used,56999,4.9,22,4wd,15,19,gasoline,31386
2017,subaru,outback2.5ipremium,used,18374,4.8,367,awd,25,32,gasoline,33592
2019,audi,a655premiumplus,used,43299,4.6,23,awd,22,29,gasoline,36965
2012,ford,flexlimited,used,14998,4.7,34,awd,16,23,gasoline,115250
2020,mercedes-benz,amgc43base4matic,certified,64999,5.0,3,awd,18,25,gasoline,23260
2017,infiniti,qx80,used,41578,4.8,50,awd,13,19,gasoline,61528
2019,nissan,sentras,used,18990,4.7,142,fwd,29,37,gasoline,30762
2017,mercedes-benz,gls450base4matic,used,44762,4.9,37,awd,19,22,gasoline,49001
2021,mazda,cx-5grandtouring,used,29034,4.8,84,awd,24,30,gasoline,45935
2021,honda,cr-vex-l,used,35933,4.9,109,awd,27,32,gasoline,13501
2021,honda,pilotspecialedition,used,43642,4.8,63,awd,19,26,gasoline,6843
2018,toyota,rav4le,used,25998,4.8,770,fwd,23,30,gasoline,47684
2016,lexus,nx200tfsport,used,29000,4.9,66,awd,22,28,gasoline,83378
2019,jeep,grandcherokeelimited,used,39987,4.8,224,4wd,18,25,gasoline,38511
2017,nissan,armadaplatinum,used,32994,4.7,78,awd,13,18,gasoline,79403
2007,jaguar,xk,used,18900,4.8,27,rwd,18,27,gasoline,87162
2020,toyota,corollale,used,18496,4.7,233,fwd,30,38,gasoline,80427
2018,lexus,rx350,used,43982,4.8,90,fwd,20,27,gasoline,29630
2019,honda,passportex-l,certified,33425,4.7,102,awd,19,24,gasoline,41672
2019,audi,q83.0tpremium,used,70960,4.8,27,awd,17,22,hybrid,38697
2018,mercedes-benz,gls450gls450,used,50944,4.8,13,awd,17,22,gasoline,39525
2020,mercedes-benz,gle350base4matic,certified,62283,4.3,75,awd,19,26,gasoline,16497
2019,audi,q83.0tpremium,used,65530,4.8,27,awd,17,22,gasoline,31019
2019,jeep,grandcherokeelimited,used,33995,4.8,224,4wd,18,25,gasoline,32743
2020,chevrolet,traverseltcloth,used,35056,4.9,112,fwd,18,27,gasoline,33193
2021,ram,1500rebel,used,59995,4.8,92,4wd,19,24,gasoline,17254
2012,mercedes-benz,s-classs5504matic,used,23495,4.8,36,awd,15,24,gasoline,83905
2020,toyota,camryse,used,26123,4.8,142,fwd,28,39,gasoline,50962
2020,mercedes-benz,gle350base4matic,certified,55814,4.3,75,awd,19,26,gasoline,52283
2018,audi,q52.0ttechpremium,used,32324,4.7,181,awd,23,27,gasoline,53776
2018,alfa,romeostelviobase,used,24402,4.7,72,awd,22,28,gasoline,81157
2005,chrysler,crossfiresrt-6,used,15900,4.6,93,rwd,17,24,gasoline,59737
2019,infiniti,qx60luxe,used,36190,4.6,56,fwd,20,27,gasoline,49823
2020,hyundai,santafelimited2.4,used,32488,4.8,202,fwd,22,29,gasoline,36759
2016,lexus,gs350base,used,34998,4.8,20,awd,19,26,gasoline,55444
2015,mercedes-benz,m-classml350,used,23489,4.7,60,rwd,18,24,gasoline,82601
2018,mercedes-benz,amgc63base,used,51995,4.7,4,rwd,18,24,gasoline,40310
2020,ford,fusiontitanium,used,24799,4.8,70,fwd,21,31,gasoline,49407
2018,chevrolet,suburbanlt,used,47385,4.9,44,4wd,15,22,gasoline,56064
2019,honda,cr-vex-l,certified,29760,4.8,540,fwd,28,34,gasoline,21344
2020,gmc,acadiasle,used,34290,4.8,70,fwd,21,27,gasoline,15927
2019,honda,cr-vex-l,used,28985,4.8,540,fwd,28,34,gasoline,35931
2020,kia,sportagelx,certified,23000,4.8,174,fwd,23,30,gasoline,37895
2020,alfa,romeogiuliabase,used,32990,4.9,11,rwd,24,33,gasoline,19804
2020,porsche,cayennebase,certified,78300,4.3,10,awd,19,23,gasoline,14520
2019,audi,e-tronprestige,used,62999,4.5,24,awd,74,73,electric,32675
2019,mercedes-benz,gls450base4matic,certified,59222,5.0,10,awd,16,22,gasoline,27964
2013,chevrolet,impalals,used,8495,4.3,85,fwd,18,30,gasoline,107018
2018,mazda,cx-5grandtouring,used,26956,4.8,270,awd,24,30,gasoline,49536
2019,acura,mdx3.5l,used,35999,4.6,63,awd,19,26,gasoline,35969
2019,acura,mdx3.5lw/advancepackage,used,37988,4.6,63,awd,19,26,gasoline,19563
2015,bmw,m4base,used,43713,4.8,45,rwd,17,26,gasoline,38452
2015,audi,r84.2,used,90086,4.7,7,awd,14,23,gasoline,35857
2019,bmw,x5xdrive40i,certified,53595,4.7,55,awd,20,26,gasoline,38508
2019,honda,pilotex-lw/navigation/res,used,33169,4.8,223,awd,18,26,gasoline,78480
2019,bmw,x5xdrive40i,certified,52488,4.7,55,awd,20,26,gasoline,32764
2019,acura,rdxbase(a10),used,38787,4.3,217,awd,21,27,gasoline,17223
2019,bmw,x5xdrive50i,certified,63999,4.7,55,awd,17,22,gasoline,35402
2019,hyundai,santafese2.4,used,26481,4.8,204,fwd,22,29,gasoline,36111
2018,toyota,rav4le,used,25990,4.8,770,fwd,23,30,gasoline,40082
2019,mercedes-benz,gla250base4matic,used,33730,4.6,33,awd,23,31,e85 flex fuel,15682
2021,gmc,yukondenali,used,85015,4.0,24,4wd,14,19,gasoline,24555
2020,tesla,modelxlongrange,used,99500,4.2,5,awd,99,93,electric,30742
2021,tesla,modelylongrange,used,71995,4.0,15,awd,131,117,electric,37212
2017,lexus,rx350,used,34500,4.7,261,fwd,20,27,gasoline,53895
2017,maserati,levantes,used,43000,4.4,20,awd,14,19,gasoline,82652
2019,jeep,grandcherokeelimited,used,32199,4.8,224,rwd,19,26,gasoline,38687
2017,jaguar,f-typer,used,68995,4.7,31,awd,15,23,gasoline,12555
2013,porsche,panamera4,used,32457,4.7,12,awd,18,26,gasoline,86927
2018,subaru,crosstrek2.0ipremium,used,27179,4.8,343,awd,27,33,gasoline,41192
2021,tesla,modelylongrange,used,72998,4.0,15,awd,131,117,electric,12690
2021,infiniti,qx80premiumselect,certified,73000,4.3,2,awd,13,19,gasoline,14076
2019,bmw,x3xdrive30i,used,39998,4.7,99,awd,22,29,gasoline,31351
2020,tesla,modelyperformance,used,69999,3.7,10,awd,116,106,electric,19795
2019,volvo,xc90t5momentum,used,46962,4.7,69,fwd,21,29,gasoline,22127
2018,hyundai,santafelimitedultimate,used,26642,4.7,75,fwd,17,23,gasoline,98922
2021,honda,cr-vex-l,used,38461,4.9,109,fwd,28,34,gasoline,19923
2020,nissan,roguesl,used,27793,4.8,133,fwd,26,33,gasoline,45100
2019,lincoln,mkcreserve,used,31250,4.7,70,fwd,20,27,gasoline,34801
2021,toyota,4runnerlimited,used,52124,4.9,42,4wd,16,19,gasoline,31589
2019,mercedes-benz,a-classa220,used,32985,4.5,36,fwd,24,35,gasoline,30150
2021,toyota,highlanderxle,used,42000,4.9,93,fwd,21,29,gasoline,34206
2019,lexus,es350fsport,used,42195,4.6,121,fwd,22,31,gasoline,35760
2020,ford,expeditionxlt,used,55500,4.9,27,4wd,17,22,gasoline,18443
2019,ford,explorerbase,used,27612,4.8,110,fwd,17,24,gasoline,45000
2018,nissan,roguesl,used,23200,4.7,415,awd,25,32,gasoline,80253
2011,buick,lacrossecxs,used,9995,4.4,95,fwd,17,27,gasoline,115426
2018,ford,edgetitanium,used,30492,4.8,232,awd,20,27,gasoline,36890
2017,cadillac,xt5luxury,used,29998,4.6,198,awd,18,26,gasoline,54299
2019,honda,cr-vex-l,used,29588,4.8,540,awd,27,33,gasoline,35335
2001,mercedes-benz,s-classs430,used,5995,4.7,18,rwd,18,25,gasoline,46389
2019,subaru,outback2.5ilimited,certified,31993,4.7,262,awd,25,32,gasoline,50869
2019,jeep,grandcherokeelimited,used,35963,4.8,224,4wd,18,25,gasoline,36268
2019,mercedes-benz,a-classa2204matic,used,34999,4.5,36,awd,24,34,gasoline,21630
2019,honda,pilotex,certified,29995,4.8,223,awd,18,26,gasoline,29285
2018,lexus,ls500base,used,54857,4.6,32,awd,18,27,gasoline,31187
2019,cadillac,xt5luxury,certified,38787,4.6,94,awd,18,25,gasoline,30459
2022,toyota,siennaxle,used,79450,4.8,3,fwd,36,36,hybrid,140
2019,audi,q83.0tprestige,used,70000,4.8,27,awd,17,22,gasoline,16322
2019,toyota,rav4le,certified,28488,4.6,444,awd,25,33,gasoline,15351
2019,infiniti,qx60luxe,used,34920,4.6,56,awd,19,26,gasoline,70404
2012,cadillac,escaladeesvpremium,used,31898,4.9,11,awd,13,18,e85 flex fuel,55925
2020,kia,tellurides,used,44998,4.8,211,fwd,20,26,gasoline,16840
2020,kia,telluridesx,used,43548,4.8,211,awd,19,24,gasoline,67978
2020,tesla,modelylongrange,used,71995,3.7,10,awd,127,114,electric,19531
2020,lincoln,nautilusreserve,used,53995,4.8,39,awd,20,25,gasoline,12920
2019,buick,encoreessence,certified,27987,4.7,182,awd,24,29,gasoline,16568
2021,lexus,es350base,used,41439,5.0,11,fwd,22,32,gasoline,29683
2018,jeep,grandcherokeetrailhawk,used,34834,4.8,395,4wd,18,25,gasoline,55770
2021,porsche,macangts,certified,90989,4.9,3,awd,17,22,gasoline,17377
2021,chevrolet,corvettestingrayw/2lt,used,99444,4.9,13,rwd,15,27,gasoline,1381
2019,honda,cr-vex,used,28969,4.8,540,fwd,28,34,gasoline,34449
2020,acura,mdx3.5lw/technologypackage,used,44500,4.9,50,fwd,20,27,gasoline,25627
2021,jeep,grandcherokeetrailhawk,certified,48500,4.7,58,4wd,18,25,gasoline,18183
2019,mercedes-benz,cla250cla250,used,32437,4.1,17,awd,24,32,e85 flex fuel,19119
2020,kia,sorentolx,used,23900,4.7,76,fwd,19,26,gasoline,49423
2020,mercedes-benz,gle350base4matic,used,52227,4.3,75,awd,19,26,gasoline,39140
2018,acura,tlxv6,used,32703,4.7,83,fwd,20,32,gasoline,33613
2020,mazda,cx-5grandtouring,used,31998,4.9,140,fwd,25,31,gasoline,14209
2020,volkswagen,tiguan2.0tse,used,24245,4.7,59,fwd,22,29,gasoline,47162
2020,jeep,grandcherokeelimited,used,48998,4.8,150,4wd,18,25,gasoline,16302
2019,mercedes-benz,gls450base4matic,used,56495,5.0,10,awd,16,22,gasoline,38518
2018,bmw,x5xdrive35i,used,37906,4.8,66,awd,18,24,gasoline,73009
2017,land,roverrangeroversport5.0lsuperchargedsvr,used,71888,4.8,38,4wd,14,19,gasoline,35809
2019,acura,rdxtechnologypackage,used,39588,4.3,217,awd,21,27,gasoline,13120
2019,land,roverrangeroversportautobiography,used,83993,4.7,11,4wd,17,22,gasoline,37352
2018,bmw,x1xdrive28i,used,29590,4.8,79,awd,22,31,gasoline,38749
2019,bmw,x5xdrive40i,certified,56526,4.7,55,awd,20,26,gasoline,32377
2020,mercedes-benz,glc3004maticcoupe,used,53900,4.8,35,awd,21,28,gasoline,63401
2020,lexus,nx300,used,35998,4.8,38,fwd,22,28,gasoline,33757
2020,toyota,corollale,used,22959,4.7,233,fwd,30,38,gasoline,14307
2019,cadillac,xt4premiumluxury,used,32998,4.2,107,fwd,24,30,gasoline,33717
2020,ford,rangerlariat,used,37599,4.8,73,4wd,20,24,gasoline,36126
2019,cadillac,xt4premiumluxury,used,36395,4.2,107,fwd,24,30,gasoline,18431
2021,audi,q545premium,used,43634,4.6,16,awd,23,28,gasoline,11141
2021,bmw,x1xdrive28i,certified,38699,5.0,3,awd,23,31,gasoline,15498
2020,bmw,x5xdrive40i,used,58193,4.7,53,awd,20,26,gasoline,35358
2017,jeep,grandcherokeelimited,used,28994,4.8,334,4wd,18,25,gasoline,39532
2020,bmw,x5xdrive40i,certified,56443,4.7,53,awd,20,26,gasoline,37798
2019,subaru,impreza2.0ipremium,used,25245,4.6,90,awd,28,38,gasoline,11486
2021,acura,tlxa-spec,used,44995,4.7,21,fwd,22,30,gasoline,15263
2020,acura,mdx3.5lw/technologypackage,used,41100,4.9,50,awd,19,26,gasoline,36421
